date de saisie;Activitées;description; Montant Brut ;Type;Années
01/12/2022;Wholesale Sales;Vente - Wholesale Sales - client 4425;2 579 449;Revenu;2022
17/07/2022;Rent;Charge - Rent - fournisseur 797;428 306;Dépenses;2022
19/06/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 908;131 562;Dépenses;2022
02/07/2022;Retail Sales;Vente - Retail Sales - client 7844;2 626 871;Revenu;2022
08/10/2022;Rent;Charge - Rent - fournisseur 648;242 448;Dépenses;2022
17/11/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 535;3 041 529;Dépenses;2022
18/11/2022;Export Sales;Vente - Export Sales - client 4360;1 173 161;Revenu;2022
19/07/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 697;1 143 077;Dépenses;2022
28/02/2022;Maintenance;Charge - Maintenance - fournisseur 976;42 085;Dépenses;2022
06/06/2022;Maintenance;Charge - Maintenance - fournisseur 380;117 851;Dépenses;2022
07/07/2022;Wholesale Sales;Vente - Wholesale Sales - client 7662;3 854 261;Revenu;2022
14/09/2022;Professional fees;Charge - Professional fees - fournisseur 333;81 187;Dépenses;2022
27/05/2022;Wholesale Sales;Vente - Wholesale Sales - client 8404;2 619 457;Revenu;2022
02/08/2022;Wholesale Sales;Vente - Wholesale Sales - client 6832;2 204 556;Revenu;2022
20/03/2022;Professional fees;Charge - Professional fees - fournisseur 652;68 527;Dépenses;2022
18/07/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 410;1 235 430;Dépenses;2022
08/06/2022;Depreciation;Charge - Depreciation - fournisseur 771;171 596;Dépenses;2022
02/10/2022;Wholesale Sales;Vente - Wholesale Sales - client 9108;3 757 996;Revenu;2022
25/04/2022;Retail Sales;Vente - Retail Sales - client 9573;3 175 785;Revenu;2022
05/06/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 758;360 369;Dépenses;2022
28/09/2022;Maintenance;Charge - Maintenance - fournisseur 395;67 087;Dépenses;2022
13/05/2022;Rent;Charge - Rent - fournisseur 615;181 802;Dépenses;2022
23/04/2022;Maintenance;Charge - Maintenance - fournisseur 438;106 638;Dépenses;2022
26/10/2022;Professional fees;Charge - Professional fees - fournisseur 648;163 031;Dépenses;2022
28/07/2022;Export Sales;Vente - Export Sales - client 1022;555 604;Revenu;2022
27/01/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 483;396 347;Dépenses;2022
25/04/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 407;617 021;Dépenses;2022
05/11/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 717;915 541;Dépenses;2022
03/07/2022;Retail Sales;Vente - Retail Sales - client 4763;1 739 185;Revenu;2022
20/12/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 942;884 339;Dépenses;2022
23/08/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 220;122 458;Dépenses;2022
15/06/2022;Professional fees;Charge - Professional fees - fournisseur 824;87 237;Dépenses;2022
18/03/2022;Other Operating Income;Vente - Other Operating Income - client 8168;132 411;Revenu;2022
03/08/2022;Retail Sales;Vente - Retail Sales - client 9078;3 295 378;Revenu;2022
20/01/2022;Rent;Charge - Rent - fournisseur 615;158 068;Dépenses;2022
09/04/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 215;356 087;Dépenses;2022
06/12/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 936;403 380;Dépenses;2022
07/05/2022;Other Operating Income;Vente - Other Operating Income - client 4285;335 681;Revenu;2022
11/11/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 663;472 596;Dépenses;2022
02/02/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 781;332 803;Dépenses;2022
28/11/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 604;4 182 166;Dépenses;2022
28/07/2022;Maintenance;Charge - Maintenance - fournisseur 656;104 128;Dépenses;2022
27/08/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 271;489 203;Dépenses;2022
14/04/2022;Other Operating Income;Vente - Other Operating Income - client 6221;292 503;Revenu;2022
04/10/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 889;409 529;Dépenses;2022
04/10/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 622;1 242 820;Dépenses;2022
17/08/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 312;310 478;Dépenses;2022
01/05/2022;Retail Sales;Vente - Retail Sales - client 9779;3 424 788;Revenu;2022
04/05/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 959;126 884;Dépenses;2022
15/07/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 581;599 108;Dépenses;2022
13/01/2022;Wholesale Sales;Vente - Wholesale Sales - client 2857;1 647 713;Revenu;2022
17/12/2022;Maintenance;Charge - Maintenance - fournisseur 371;166 974;Dépenses;2022
13/05/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 693;486 434;Dépenses;2022
04/06/2022;Other Operating Income;Vente - Other Operating Income - client 4027;321 323;Revenu;2022
05/04/2022;Rent;Charge - Rent - fournisseur 237 (dup);182 573;Dépenses;2022
04/10/2022;Maintenance;Charge - Maintenance - fournisseur 432;101 818;Dépenses;2022
13/11/2022;Retail Sales;Vente - Retail Sales - client 6157;6 073 759;Revenu;2022
27/09/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 941;2 952 195;Dépenses;2022
17/04/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 749;605 784;Dépenses;2022
05/02/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 400;102 349;Dépenses;2022
10/12/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 330;948 528;Dépenses;2022
05/02/2022;Depreciation;Charge - Depreciation - fournisseur 329;140 442;Dépenses;2022
06/02/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 209;119 684;Dépenses;2022
17/06/2022;Wholesale Sales;Vente - Wholesale Sales - client 3378;2 506 923;Revenu;2022
14/09/2022;Other Operating Income;Vente - Other Operating Income - client 2041;530 244;Revenu;2022
16/01/2022;Other Operating Income;Vente - Other Operating Income - client 1504;256 309;Revenu;2022
18/08/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 972;-2 135 787;Dépenses;2022
24/02/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 746;279 987;Dépenses;2022
03/07/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 495;751 988;Dépenses;2022
02/06/2022;Wholesale Sales;Vente - Wholesale Sales - client 2900;2 043 646;Revenu;2022
16/02/2022;Maintenance;Charge - Maintenance - fournisseur 555;45 767;Dépenses;2022
06/11/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 420;1 642 664;Dépenses;2022
01/12/2022;Wholesale Sales;Vente - Wholesale Sales - client 8437;2 330 631;Revenu;2022
07/04/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 379;119 109;Dépenses;2022
24/02/2022;Rent;Charge - Rent - fournisseur 328;320 589;Dépenses;2022
23/07/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 364;303 243;Dépenses;2022
12/01/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 352;653 053;Dépenses;2022
16/01/2022;Rent;Charge - Rent - fournisseur 821;119 280;Dépenses;2022
05/07/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 527;-1 014 502;Dépenses;2022
08/01/2022;Retail Sales;Vente - Retail Sales - client 9608;3 017 517;Revenu;2022
23/12/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 911;640 839;Dépenses;2022
06/09/2022;Wholesale Sales;Vente - Wholesale Sales - client 9971;1 710 207;Revenu;2022
01/03/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 494;126 788;Dépenses;2022
01/01/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 372;3 026 122;Dépenses;2022
11/06/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 257;459 079;Dépenses;2022
20/10/2022;Retail Sales;Vente - Retail Sales - client 5312;3 769 106;Revenu;2022
14/03/2022;Maintenance;Charge - Maintenance - fournisseur 713;57 011;Dépenses;2022
02/06/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 343;560 675;Dépenses;2022
09/09/2022;Wholesale Sales;Vente - Wholesale Sales - client 8656;1 966 405;Revenu;2022
28/02/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 788;624 153;Dépenses;2022
15/01/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 691;526 236;Dépenses;2022
11/11/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 878;101 370;Dépenses;2022
04/06/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 465;2 530 622;Dépenses;2022
12/08/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 793;541 386;Dépenses;2022
15/08/2022;Depreciation;Charge - Depreciation - fournisseur 585;226 657;Dépenses;2022
21/10/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 375;1 287 400;Dépenses;2022
28/03/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 382;1 057 061;Dépenses;2022
02/02/2022;Depreciation;Charge - Depreciation - fournisseur 761;196 785;Dépenses;2022
14/11/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 514;428 171;Dépenses;2022
06/01/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 311;748 255;Dépenses;2022
25/03/2022;Wholesale Sales;Vente - Wholesale Sales - client 2998;4 359 969;Revenu;2022
20/02/2022;Retail Sales;Vente - Retail Sales - client 7564;2 883 143;Revenu;2022
20/02/2022;Export Sales;Vente - Export Sales - client 4707;417 032;Revenu;2022
23/11/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 216;145 547;Dépenses;2022
27/04/2022;Depreciation;Charge - Depreciation - fournisseur 588;169 265;Dépenses;2022
04/01/2022;Retail Sales;Vente - Retail Sales - client 1144;3 600 738;Revenu;2022
17/08/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 811;3 199 725;Dépenses;2022
02/03/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 957;118 838;Dépenses;2022
05/08/2022;Wholesale Sales;Vente - Wholesale Sales - client 1958;2 267 500;Revenu;2022
25/07/2022;Other Operating Income;Vente - Other Operating Income - client 4437;382 842;Revenu;2022
08/05/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 231;376 167;Dépenses;2022
23/07/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 925;234 611;Dépenses;2022
12/04/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 849;633 065;Dépenses;2022
16/02/2022;Retail Sales;Vente - Retail Sales - client 3381;2 641 327;Revenu;2022
09/02/2022;Administrative Salaries;Charge - Administrative Salaries - fournisseur 604;574 286;Dépenses;2022
23/08/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 575;350 783;Dépenses;2022
04/12/2022;Rent;Charge - Rent - fournisseur 266;330 886;Dépenses;2022
04/05/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 679;789 571;Dépenses;2022
01/04/2022;Professional fees;Charge - Professional fees - fournisseur 417;83 063;Dépenses;2022
04/09/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 901;354 778;Dépenses;2022
08/06/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 830;290 895;Dépenses;2022
06/06/2022;Rent;Charge - Rent - fournisseur 996;63 184;Dépenses;2022
17/10/2022;Other operating Dépensess;Charge - Other operating Dépensess - fournisseur 242;87 104;Dépenses;2022
04/08/2022;Retail Sales;Vente - Retail Sales - client 8742;3 375 637;Revenu;2022
16/09/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 571;1 831 298;Dépenses;2022
26/03/2022;Other Operating Income;Vente - Other Operating Income - client 6690;198 280;Revenu;2022
09/05/2022;Professional fees;Charge - Professional fees - fournisseur 777;79 098;Dépenses;2022
17/02/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 915;760 862;Dépenses;2022
21/06/2022;Rent;Charge - Rent - fournisseur 346;115 751;Dépenses;2022
26/01/2022;Export Sales;Vente - Export Sales - client 3916;471 200;Revenu;2022
01/09/2022;Professional fees;Charge - Professional fees - fournisseur 349;87 877;Dépenses;2022
17/01/2022;Rent;Charge - Rent - fournisseur 875;125 641;Dépenses;2022
14/01/2022;Export Sales;Vente - Export Sales - client 5237;416 037;Revenu;2022
03/01/2022;Packaging Purchases;Charge - Packaging Purchases - fournisseur 944;535 383;Dépenses;2022
19/07/2022;Retail Sales;Vente - Retail Sales - client 4546;3 298 474;Revenu;2022
16/01/2022;Retail Sales;Vente - Retail Sales - client 9691;4 843 647;Revenu;2022
26/07/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 576;4 730 591;Dépenses;2022
22/05/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 410;510 167;Dépenses;2022
20/11/2022;Export Sales;Vente - Export Sales - client 9647;1 137 827;Revenu;2022
18/03/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 776;363 118;Dépenses;2022
02/05/2022;Professional fees;Charge - Professional fees - fournisseur 371;46 550;Dépenses;2022
14/08/2022;Other Operating Income;Vente - Other Operating Income - client 2867;554 998;Revenu;2022
17/04/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 451;582 365;Dépenses;2022
03/06/2022;Rent;Charge - Rent - fournisseur 383;144 339;Dépenses;2022
08/12/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 854;616 043;Dépenses;2022
09/10/2022;Wholesale Sales;Vente - Wholesale Sales - client 8704;3 721 106;Revenu;2022
14/08/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 280;3 624 896;Dépenses;2022
23/12/2022;Wholesale Sales;Vente - Wholesale Sales - client 1378;1 857 556;Revenu;2022
03/05/2022;Rent;Charge - Rent - fournisseur 211;147 125;Dépenses;2022
07/10/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 391;369 246;Dépenses;2022
13/07/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 225;765 436;Dépenses;2022
24/03/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 771;431 976;Dépenses;2022
05/08/2022;Retail Sales;Vente - Retail Sales - client 1040;3 788 243;Revenu;2022
23/11/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 990;557 221;Dépenses;2022
27/12/2022;Other Operating Income;Vente - Other Operating Income - client 6583;620 203;Revenu;2022
23/10/2022;Marketing & Sales;Charge - Marketing & Sales - fournisseur 216;416 605;Dépenses;2022
18/01/2022;Direct Labor (Production);Charge - Direct Labor (Production) - fournisseur 466;858 705;Dépenses;2022
06/03/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 767;1 876 222;Dépenses;2022
16/01/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 597;600 607;Dépenses;2022
07/06/2022;Maintenance;Charge - Maintenance - fournisseur 491;94 904;Dépenses;2022
09/10/2022;Raw Materials Purchases;Charge - Raw Materials Purchases - fournisseur 608;4 421 096;Dépenses;2022
28/09/2022;Logistics & Distribution;Charge - Logistics & Distribution - fournisseur 480;1 442 025;Dépenses;2022
19/04/2022;Depreciation;Charge - Depreciation - fournisseur 311;279 547;Dépenses;2022
12/05/2022;Depreciation;Charge - Depreciation - fournisseur 790;255 795;Dépenses;2022
14/10/2022;Depreciation;Charge - Depreciation - fournisseur 599;183 636;Dépenses;2022
27/06/2022;Factory Overheads (Utilities);Charge - Factory Overheads (Utilities) - fournisseur 746;370 159;Dépenses;2022
05/09/2022;Maintenance;Charge - Maintenance - fournisseur 466;58 987;Dépenses;2022
08/02/2022;Other Operating Income;Vente - Other Operating Income - client 5314;163 001;Revenu;2022
